"","Belgium","Finland","France","Germany","Ireland","Israel","Italy","Luxembourg","Malta","Monaco","Norway","Portugal","Spain","Sweden","Switzerland","The Netherlands","Turkey","United Kingdom","Yugoslavia","Austria","Greece","Denmark","Morocco","Cyprus","Iceland","Bosnia & Herzegovina","Croatia","Slovenia","Estonia","Hungary","Lithuania","Poland","Romania","Russia","Slovakia","F.Y.R. Macedonia","Latvia","Ukraine","Albania","Serbia & Montenegro","Andorra","Belarus","Moldova","Bulgaria","Armenia","Georgia","Serbia","Czech Republic","Montenegro","Azerbaijan","San Marino","Australia","Macedonia","Netherlands"
"United Kingdom",4.4202,4.48,4.42,4.46,4.42,4.4402,4.42,0,4.42,0,4.42040000000001,4.87550000000001,4.5,4.4402,4.4002,4.975,6.75050000000001,0,0,4.44,4.4402,4.3802,0,4.92525000000001,4.42,6.65,5.63333333333333,4.42,4.48,4.4602,4.4,5.63366666666667,4.46,4.4402,6.75,4.9,4.44,4.975,4.46,0,0,4.4602,4.42,5.66666666666667,5,4.4002,4.95,10,4.97525000000001,4.44,4.5,10,10,10
"Yugoslavia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Austria",4.4402,4.4202,4.4,4.46,4.48,4.4602,4.4,0,4.42,0,4.42,4.925,4.38,4.44,4.4,5,6.65050000000001,4.48,0,0,4.4,4.5,0,4.875,4.46,6.8,5.66666666666667,4.4,4.46,4.46,4.48,5.70033333333334,4.4,4.4,6.7,5,4.44,4.97525000000001,4.48,0,0,4.5,4.46,5.63366666666667,4.95,4.44,4.9,10,5,4.42,4.46,10,10,10
"Greece",4.46,4.4202,4.46,4.4,4.42040000000001,4.44,4.4,0,4.4002,0,4.4202,4.90025000000001,4.44,4.4202,4.4,4.975,6.70050000000001,4.48,0,4.42,0,4.40040000000001,0,4.80050000000001,4.46,6.70050000000001,5.66666666666667,4.4002,4.42,4.4402,4.44,5.66666666666667,4.48,4.48,6.7,4.95,4.46,4.97525000000001,4.4,0,0,4.44,4.44,5.63333333333333,4.975,4.42,4.87525000000001,10,5,4.44,4.44,10,10,10
"Denmark",4.5002,4.38,4.4,4.5002,4.4,4.48,4.46,0,4.46,0,4.46,4.975,4.42,4.48,4.44,4.97525000000001,6.7,4.46,0,4.46,4.44,0,0,4.9,4.42,6.65100000000002,5.66666666666667,4.46,4.48,4.44,4.46,5.66700000000001,4.5,4.44,6.7,4.95,4.42,4.975,4.4,0,0,4.42,4.4,5.7,4.95,4.4402,4.92525000000001,10,4.975,4.44,4.42,10,10,10
"Morocco",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cyprus",4.9,4.92525000000001,4.9,4.9,4.95,4.9,4.925,0,4.925,0,4.87525000000001,5.6,4.925,4.825,4.90025000000001,5.63366666666667,6.60050000000001,4.80075000000002,0,4.925,4.95,4.875,0,0,5,6.7,5.66666666666667,4.9,4.95,4.80025000000001,4.82525000000001,6.70050000000001,4.95,4.87525000000001,6.8,5.63333333333333,4.925,5.63333333333333,4.975,0,0,4.9,4.9,5.60033333333334,5.63333333333333,4.975,4.95025000000001,10,5.66666666666667,4.9,4.9,10,10,10
"Iceland",4.44,4.4002,4.42,4.46,4.42,4.44,4.4602,0,4.4402,0,4.4,4.975,4.44,4.4402,4.4202,5,6.7,4.44,0,4.42,4.44,4.44,0,4.925,0,6.65050000000001,5.6,4.44,4.42,4.44,4.44,5.66666666666667,4.46,4.42,6.65050000000001,5,4.46,5,4.38,0,0,4.4402,4.42,5.66666666666667,4.97525000000001,4.46,4.80050000000001,10,4.92525000000001,4.48,4.4,10,10,10
"Bosnia & Herzegovina",6.75050000000001,6.7,6.75,6.7,6.60050000000001,6.70050000000001,6.9,0,6.85,0,6.50100000000002,6.85050000000001,6.65050000000001,6.8,6.75050000000001,6.7,6.7,6.7,0,6.65,6.7,6.75,0,6.75050000000001,6.70050000000001,0,6.65100000000002,6.6,6.75,6.95,6.75,10,6.75050000000001,6.8,6.65,6.9,6.75,6.8,6.85,0,0,6.8,6.7,6.7,10,6.75,6.75050000000001,0,10,6.70050000000001,6.65050000000001,0,0,0
"Croatia",5.66666666666667,5.66666666666667,5.63333333333333,5.63333333333333,5.66666666666667,5.63333333333333,5.66666666666667,0,5.66700000000001,0,5.66666666666667,6.75050000000001,5.63333333333333,5.63333333333333,5.66666666666667,5.60033333333334,6.75050000000001,5.63333333333333,0,5.6,5.63333333333333,5.66666666666667,0,5.6,5.7,6.55,0,5.63333333333333,5.63333333333333,5.63333333333333,5.63366666666667,10,5.66666666666667,5.63366666666667,6.70050000000001,5.63333333333333,5.6,5.66666666666667,5.63333333333333,0,0,5.66666666666667,5.63333333333333,5.66666666666667,6.85,5.56700000000001,5.63333333333333,0,6.85050000000001,5.7,5.63333333333333,0,0,0
"Slovenia",4.46,4.4202,4.42,4.46,4.42,4.4,4.44,0,4.4402,0,4.44,4.92525000000001,4.42,4.46,4.4,4.975,6.65,4.4202,0,4.4202,4.44,4.4,0,4.925,4.42,6.9,5.66666666666667,0,4.4,4.42,4.42,5.7,4.48,4.42,6.7,4.975,4.42,5,4.4,0,0,4.4602,4.4,5.66666666666667,4.95,4.5,4.875,10,4.975,4.4,4.42,10,10,10
"Estonia",4.44,4.44,4.44,4.44040000000001,4.42,4.4,4.4402,0,4.4202,0,4.42,4.925,4.44,4.42,4.5,4.95025000000001,6.8,4.42,0,4.42,4.44,4.4202,0,4.92525000000001,4.42,6.75,5.60033333333334,4.48,0,4.44,4.46,5.7,4.44,4.4202,6.65,4.975,4.44,4.95025000000001,4.42,0,0,4.44,4.42,5.63333333333333,4.975,4.46,4.9,10,5,4.44,4.42,10,10,10
"Hungary",4.48,4.46,4.44,4.42,4.4602,4.42,4.46,0,4.4402,0,4.44,4.92525000000001,4.48,4.44,4.4,4.975,6.75,4.4202,0,4.42,4.44,4.42,0,4.87525000000001,4.4202,6.65,5.63333333333333,4.38,4.48,0,4.4402,5.66666666666667,4.44040000000001,4.4602,6.7,5,4.46,5,4.44,0,0,4.46,4.4002,5.63333333333333,4.97525000000001,4.4402,4.9,10,4.975,4.44,4.4402,10,10,10
"Lithuania",4.48,4.42,4.44040000000001,4.46,4.42,4.42,4.3602,0,4.42,0,4.4402,4.95025000000001,4.44,4.4402,4.42,4.95,6.7,4.44,0,4.4202,4.4602,4.4202,0,4.85025000000001,4.4002,6.85,5.63333333333333,4.44,4.46,4.42,0,5.7,4.46,4.4602,6.7,4.9,4.4202,4.975,4.44,0,0,4.48,4.44,5.63366666666667,5,4.4202,4.85,10,5,4.4,4.4,10,10,10
"Poland",5.66666666666667,5.66700000000001,5.66666666666667,5.66666666666667,5.66666666666667,5.6,5.63333333333333,0,5.66666666666667,0,5.66666666666667,5.66666666666667,5.66666666666667,5.66666666666667,5.63333333333333,6.85,10,5.73333333333333,0,5.63366666666667,5.66666666666667,5.66666666666667,0,6.75,5.7,10,10,5.66666666666667,5.7,5.66666666666667,5.66666666666667,0,5.66666666666667,5.66666666666667,10,7.00050000000001,5.66666666666667,6.95,5.7,0,0,5.66666666666667,5.66666666666667,10,5.66666666666667,5.66666666666667,6.65050000000001,10,6.95050000000001,5.66666666666667,5.66666666666667,10,10,10
"Romania",4.42,4.42,4.44,4.44,4.4402,4.4202,4.42,0,4.42,0,4.4602,4.975,4.4602,4.46,4.40040000000001,4.95,6.85,4.4202,0,4.48,4.42,4.42,0,4.975,4.46,6.65,5.66666666666667,4.42,4.4,4.44,4.4,5.66666666666667,0,4.44,6.8,4.95025000000001,4.46,4.975,4.42,0,0,4.4002,4.42,5.66666666666667,4.975,4.44,4.92525000000001,10,5,4.4,4.44,10,10,10
"Russia",4.48,4.4202,4.40040000000001,4.44,4.4602,4.42,4.4,0,4.48,0,4.4202,4.975,4.42,4.48,4.42,4.925,6.7,4.42,0,4.42,4.4402,4.42,0,4.85050000000001,4.42040000000001,6.75,5.63333333333333,4.48,4.42,4.4,4.44,5.66666666666667,4.4002,0,6.7,5,4.42,4.95025000000001,4.42,0,0,4.44,4.4002,5.60033333333334,4.97525000000001,4.4,4.95025000000001,10,4.975,4.4202,4.4202,10,10,10
"Slovakia",6.65,6.65050000000001,6.6,6.55100000000002,6.65050000000001,6.75,6.65,0,6.7,0,6.7,6.70050000000001,6.8,6.75,6.80050000000001,6.60050000000001,6.65,6.65100000000002,0,6.65050000000001,6.75,6.7,0,6.7,6.75,6.75,6.75,6.65,6.70050000000001,6.70050000000001,6.70050000000001,10,6.7,6.75,0,6.8,6.65,6.9,6.85,0,0,6.65,6.7,6.9,10,6.65050000000001,6.55,0,10,6.65,6.75,0,0,0
"F.Y.R. Macedonia",4.48,4.5,4.4602,4.48,4.44,4.4402,4.44,0,4.42,0,4.46,4.90025000000001,4.42,4.44,4.3802,4.975,6.7,4.4202,0,4.3802,4.4,4.46,0,4.9,4.42,6.85050000000001,5.63333333333333,4.4002,4.46,4.44,4.38,5.66700000000001,4.44,4.48,6.6,0,4.4,4.95,4.5,0,0,4.42,4.5,5.66666666666667,5,4.46,4.82525000000001,10,4.975,4.46,4.4202,10,10,10
"Latvia",4.4,4.44,4.44,4.46,4.38,4.42,4.42060000000001,0,4.44040000000001,0,4.40040000000001,4.95,4.46,4.42,4.4402,4.975,6.75050000000001,4.42,0,4.48,4.4,4.42,0,4.95,4.4402,6.6,5.63333333333333,4.4202,4.4,4.44,4.44,5.73333333333333,4.46,4.4402,6.70050000000001,4.92525000000001,0,5,4.42,0,0,4.4402,4.46040000000001,5.63333333333333,5,4.4402,4.925,10,4.95025000000001,4.46,4.4402,10,10,10
"Ukraine",5,4.975,4.925,4.9,4.925,4.975,4.975,0,4.975,0,4.92525000000001,5.66666666666667,5,5,4.975,4.90025000000001,6.7,5,0,4.95,4.95,4.97525000000001,0,5.63333333333333,4.95,6.75,5.63333333333333,5,4.975,4.95,5,7,4.975,4.975,6.85050000000001,5,4.975,0,5,0,0,4.9,5,5.66666666666667,5.7,4.975,5.66666666666667,0,5.66700000000001,4.92525000000001,5,0,0,0
"Albania",4.48,4.3802,4.4202,4.3802,4.42,4.44,4.4402,0,4.40040000000001,0,4.42,4.90025000000001,4.44,4.42,4.46,4.95,6.80050000000001,4.44,0,4.44,4.4,4.46,0,4.875,4.42,6.70050000000001,5.56666666666667,4.42,4.42,4.4402,4.42,5.66666666666667,4.4402,4.44,6.60050000000001,4.95025000000001,4.4402,4.92525000000001,0,0,0,4.42,4.44040000000001,5.63333333333333,5,4.4,4.9,10,4.95,4.48,4.48,10,10,10
"Andorra",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Belarus",4.44,4.42,4.4,4.4202,4.44,4.42,4.44,0,4.42,0,4.4402,4.92525000000001,4.4,4.42040000000001,4.42,4.975,6.70050000000001,4.46040000000001,0,4.4602,4.44,4.4402,0,4.9,4.46,6.85,5.63366666666667,4.5,4.46,4.4,4.4402,5.66700000000001,4.40040000000001,4.4402,6.80050000000001,5,4.4,5,4.46,0,0,0,4.42,5.66666666666667,5,4.46,4.92525000000001,10,4.975,4.42,4.44,10,10,10
"Serbia & Montenegro",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bulgaria",5.66666666666667,5.66666666666667,5.63366666666667,5.63333333333333,5.63333333333333,5.70033333333334,5.63366666666667,0,5.63333333333333,0,5.66666666666667,6.75050000000001,5.66666666666667,5.66666666666667,5.66666666666667,5.63333333333333,6.80050000000001,5.63333333333333,0,5.66700000000001,5.66666666666667,5.63333333333333,0,5.66666666666667,5.63366666666667,6.75,5.66666666666667,5.66666666666667,5.7,5.63333333333333,5.7,10,5.63333333333333,5.7,6.7,5.63333333333333,5.66666666666667,5.66666666666667,5.66666666666667,0,0,5.66666666666667,5.6,0,6.9,5.66666666666667,5.66666666666667,0,6.85100000000002,5.63366666666667,5.63333333333333,0,0,0
"Moldova",4.44,4.46,4.42,4.4202,4.42,4.46,4.46,0,4.46,0,4.44,4.975,4.44,4.44,4.38040000000001,4.975,6.75050000000001,4.48,0,4.44,4.4,4.44,0,4.875,4.4,6.8,5.66666666666667,4.46,4.44,4.42,4.44,5.66666666666667,4.5,4.4402,6.65,4.95025000000001,4.42,4.92550000000001,4.46,0,0,4.4202,0,5.63366666666667,5,4.44,4.925,10,5,4.44,4.46,10,10,10
"Armenia",5,4.95,4.975,5,5,4.95025000000001,4.975,0,4.975,0,4.95,5.66700000000001,4.92525000000001,5,5,5.73333333333333,10,4.975,0,4.90050000000001,4.975,4.97525000000001,0,5.66666666666667,4.97525000000001,10,6.9,4.95,4.975,4.975,4.975,5.66666666666667,4.95,4.975,10,5.7,4.975,5.66666666666667,4.975,0,0,5,5,6.85050000000001,0,4.92525000000001,5.66666666666667,10,5.7,4.975,5,10,10,10
"Czech Republic",10,10,10,10,10,10,10,0,10,0,10,10,10,10,10,0,0,10,0,10,10,10,0,10,10,0,0,10,10,10,10,10,10,10,0,0,10,0,10,0,0,10,10,0,10,10,10,0,10,10,10,10,10,10
"Georgia",4.4202,4.4402,4.4802,4.46,4.42,4.42,4.42,0,4.44,0,4.42,4.95,4.4402,4.4402,4.44,4.95,6.65050000000001,4.4402,0,4.4602,4.44,4.4202,0,4.87525000000001,4.4002,6.70050000000001,5.66666666666667,4.4602,4.44,4.44,4.4402,5.66666666666667,4.4202,4.4,6.75,4.95,4.4,5,4.44,0,0,4.44,4.46,5.63333333333333,4.97525000000001,0,4.9,10,4.95050000000001,4.42,4.5,10,10,10
"Montenegro",4.975,4.975,5,5,5,5,5,0,5,0,4.95,5.63333333333333,5,4.95,4.975,5.73333333333333,10,4.975,0,4.95,4.975,5,0,5.66666666666667,5,10,7,4.975,5,4.97525000000001,5,6.95,4.975,4.975,10,5.7,4.95,5.76666666666667,5,0,0,5,4.92550000000001,6.90050000000001,5.73366666666667,4.975,5.66666666666667,10,0,4.97525000000001,4.95025000000001,10,10,10
"Serbia",4.9,4.92525000000001,4.9,4.875,4.9,4.975,4.95,0,4.925,0,4.925,5.63366666666667,4.95,4.95025000000001,4.85025000000001,5.66666666666667,6.65050000000001,4.9,0,4.875,4.875,4.95,0,4.77525000000001,4.975,6.75,5.66666666666667,4.825,4.925,4.92525000000001,4.95,6.75,4.90025000000001,4.90025000000001,6.8,5.63333333333333,4.92525000000001,5.66666666666667,4.875,0,0,4.85025000000001,4.925,5.63333333333333,5.63333333333333,4.95,0,10,5.66666666666667,4.82525000000001,4.9,10,10,10
"Azerbaijan",4.46,4.42060000000001,4.4,4.52,4.4,4.4402,4.44,0,4.42,0,4.4802,4.925,4.44,4.42,4.4,4.975,6.8,4.42,0,4.46,4.46,4.4002,0,4.925,4.42,6.65100000000002,5.60033333333334,4.4,4.4402,4.42,4.42,5.66666666666667,4.4002,4.42,6.8,4.975,4.46,5,4.42,0,0,4.44,4.46,5.60033333333334,4.975,4.4,4.85025000000001,10,4.975,0,4.4,10,10,10
"San Marino",4.48,4.5,4.4,4.42,4.42,4.42,4.4202,0,4.4,0,4.46,4.9,4.46,4.42,4.36040000000001,4.925,6.7,4.46,0,4.44,4.42,4.4602,0,4.95,4.44,6.75,5.7,4.48,4.4802,4.4,4.4,5.66666666666667,4.44,4.44,6.65050000000001,4.95025000000001,4.44,4.97525000000001,4.4,0,0,4.42,4.44,5.63333333333333,4.95,4.4,4.9,10,4.95,4.4202,0,10,10,10
"Australia",10,10,10,10,10,10,10,0,10,0,10,10,10,10,10,0,0,10,0,10,10,10,0,10,10,0,0,10,10,10,10,10,10,10,0,0,10,0,10,0,0,10,10,0,10,10,10,10,10,10,10,0,10,10
"Macedonia",10,10,10,10,10,10,10,0,10,0,10,10,10,10,10,0,0,10,0,10,10,10,0,10,10,0,0,10,10,10,10,10,10,10,0,0,10,0,10,0,0,10,10,0,10,10,10,10,10,10,10,10,0,10
"Netherlands",10,10,10,10,10,10,10,0,10,0,10,10,10,10,10,0,0,10,0,10,10,10,0,10,10,0,0,10,10,10,10,10,10,10,0,0,10,0,10,0,0,10,10,0,10,10,10,10,10,10,10,10,10,0
