"","Belgium","Finland","France","Germany","Ireland","Israel","Italy","Luxembourg","Malta","Monaco","Norway","Portugal","Spain","Sweden","Switzerland","The Netherlands","Turkey","United Kingdom","Yugoslavia","Austria","Greece","Denmark","Morocco","Cyprus","Iceland","Bosnia & Herzegovina","Croatia","Slovenia","Estonia","Hungary","Lithuania","Poland","Romania","Russia","Slovakia","F.Y.R. Macedonia","Latvia","Ukraine","Albania","Serbia & Montenegro","Andorra","Belarus","Moldova","Bulgaria","Armenia","Georgia","Serbia","Czech Republic","Montenegro","Azerbaijan","San Marino","Australia","Macedonia","Netherlands"
"Romania",3.288,3.247,3.371,3.407,3.414,3.205,3.227,0,3.187,0,3.27,3.38375,3.426,3.368,3.323,3.60875,4.3675,3.167,0,3.208,3.345,3.346,0,3.43375,3.285,4.705,3.575,3.404,3.347,3.306,3.226,3.91666666666667,0,3.306,4.605,3.4325,3.408,3.55625,3.287,0,0,3.265,3.325,3.945,3.60875,3.125,3.28625,6.93,3.53625,3.166,3.127,7.42,7.435,6.93
"Russia",3.305,3.165,3.213,3.185,3.183,3.17,3.288,0,3.469,0,3.323,3.55875,3.306,3.204,3.27,3.555,4.705,3.21,0,3.149,3.227,3.184,0,3.43875,3.349,4.4125,3.81,3.226,3.289,3.126,3.245,4.08666666666667,3.327,0,4.1675,3.58,3.108,3.6125,3.408,0,0,3.367,3.049,3.50666666666667,3.46,3.372,3.7825,7.125,3.41125,3.185,3.348,7.145,6.93,6.73
"Slovakia",4.5675,4.62,4.7575,4.61,4.7575,4.7575,4.705,0,4.8,0,4.855,4.6125,4.555,4.615,4.855,4.8025,4.7075,4.8,0,4.7025,4.7525,4.61,0,4.56,4.8,4.5125,4.8575,4.46,4.8025,4.7125,4.5075,6.93,4.86,4.7575,0,4.71,4.6225,4.6625,4.6575,0,0,4.6075,4.665,4.7525,7.025,4.8025,4.75,0,6.83,4.715,4.615,0,0,0
"F.Y.R. Macedonia",3.285,3.185,3.285,3.325,3.048,3.265,3.369,0,3.326,0,3.287,3.23125,3.305,3.269,3.466,3.455,4.26,3.388,0,3.171,3.111,3.275,0,3.41,3.333,4.41,3.65166666666667,3.111,3.113,3.124,3.204,4.01166666666667,3.31,3.231,4.76,0,3.127,3.61,3.106,0,0,3.175,3.407,3.575,3.4825,3.125,3.4325,7.705,3.44,3.132,3.309,7.42,7.32,7.225
"Latvia",3.168,3.23,3.325,3.266,3.185,3.364,3.206,0,3.146,0,3.147,3.38875,3.368,3.331,3.267,3.485,4.8,3.346,0,3.443,3.526,3.287,0,3.55875,3.266,4.51,3.94333333333333,3.326,3.304,3.187,3.208,4.01333333333333,3.268,3.087,4.7175,3.61,0,3.45625,3.147,0,0,3.264,3.425,3.63833333333333,3.46,3.286,3.66125,6.725,3.5875,3.268,3.172,7.135,7.235,6.915
"Ukraine",3.5375,3.55875,3.635,3.76,3.38375,3.7275,3.53375,0,3.56,0,3.53625,3.57666666666667,3.63875,3.2875,3.40875,3.53625,4.86,3.36,0,3.48125,3.435,3.3125,0,3.715,3.56,4.5675,3.945,3.63625,3.34125,3.58,3.38375,4.5625,3.68875,3.48375,4.805,3.6325,3.71125,0,3.35875,0,0,3.50875,3.93,3.60833333333333,4.05,3.58125,4.01166666666667,0,3.74166666666667,3.43625,3.56375,0,0,0
"Albania",3.284,3.187,3.287,3.148,3.207,3.046,3.254,0,3.305,0,3.264,3.6325,3.25,3.326,3.407,3.5825,4.8525,3.228,0,3.211,3.09,3.188,0,3.53875,3.248,4.8025,3.715,3.127,3.125,3.171,3.228,3.77666666666667,3.427,3.165,4.9075,3.535,3.146,3.71375,0,0,0,3.167,3.466,3.68166666666667,3.8325,3.283,3.265,6.925,3.5125,3.364,3.271,7.305,6.825,7.325
"Andorra",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Belarus",3.189,3.127,3.327,3.085,3.147,3.124,3.145,0,3.187,0,3.086,3.32875,3.052,3.348,3.403,3.685,4.66,3.166,0,3.405,3.168,3.104,0,3.53125,3.208,4.465,3.875,3.429,3.124,3.269,3.252,3.78,3.283,3.088,4.805,3.46,3.107,3.50875,3.191,0,0,0,3.225,3.515,3.68375,3.185,3.1125,6.925,3.38625,3.268,3.146,7.02,7.51,7.55
"Serbia & Montenegro",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bulgaria",3.91833333333333,3.91666666666667,3.74333333333333,3.705,3.81,3.95,3.845,0,3.94166666666667,0,3.90833333333333,4.6075,3.61,3.80666666666667,3.57166666666667,4.10333333333333,4.7575,3.77666666666667,0,3.77,4.01666666666667,4.04666666666667,0,3.875,3.94333333333333,4.6575,3.98,3.95333333333333,3.94833333333333,3.98,3.65,7.32,3.91,3.91166666666667,4.855,3.74,3.61333333333333,3.81166666666667,3.815,0,0,3.64666666666667,3.67666666666667,0,4.765,3.84333333333333,3.71,0,4.855,3.71166666666667,4.01166666666667,0,0,0
"Moldova",3.27,3.051,3.352,3.305,3.27,3.089,3.408,0,3.185,0,3.185,3.565,3.19,3.247,3.309,3.655,5.105,3.366,0,3.125,3.167,3.266,0,3.50625,3.125,4.6125,3.68,3.127,3.285,3.348,3.333,3.77666666666667,3.132,3.365,4.5075,3.41375,3.191,3.58375,3.37,0,0,3.169,0,3.84333333333333,3.4875,3.128,3.52875,7.215,3.76,3.209,3.328,6.735,6.73,6.91
"Armenia",3.56375,3.4125,3.4125,3.6375,3.4875,3.46125,3.3825,0,3.685,0,3.5025,3.77333333333333,3.46,3.765,3.805,4.04333333333333,7.34,3.5325,0,3.48375,3.7325,3.48375,0,3.71,3.5625,7.125,4.965,3.655,3.45875,3.585,3.79,3.70833333333333,3.48375,3.56125,6.825,3.67666666666667,3.5875,4.16833333333333,3.4875,0,0,3.38875,3.285,4.56,0,3.56125,3.81166666666667,7.01,4.08,3.5825,3.45875,7.81,7.14,7.225
"Czech Republic",7.22,7.21,7.11,7.22,7.61,7.315,7.41,0,6.81,0,6.735,7.705,7.515,6.915,6.825,0,0,6.73,0,7.71,7.01,7.15,0,7.305,7.04,0,0,7.205,7.505,7.24,7.32,7.225,7.42,7.015,0,0,7.31,0,7.305,0,0,6.915,7.705,0,6.825,7.325,6.52,0,6.935,6.825,7.615,7.24,6.83,6.245
"Georgia",3.408,3.223,2.989,3.168,3.467,3.406,3.255,0,3.147,0,3.225,3.5575,3.425,3.342,3.304,3.58375,4.8575,3.228,0,3.109,3.324,3.248,0,3.56,3.145,4.5575,3.98,3.268,3.229,3.345,3.267,3.88,3.231,3.264,4.7525,3.465,3.146,3.53375,3.326,0,0,3.128,3.226,3.98333333333333,3.7075,0,3.7075,7.245,3.4125,3.365,3.237,7.21,7.315,7.205
"Montenegro",3.3875,3.5625,3.41625,3.31875,3.48625,3.5575,3.60375,0,3.60875,0,3.8325,4.07666666666667,3.58375,3.385,3.55375,3.88833333333333,7.205,3.51,0,3.75625,3.56625,3.56125,0,3.87166666666667,3.38625,7.725,4.815,3.6575,3.78625,3.685,3.63125,4.9075,3.28875,3.6075,7.22,3.91166666666667,3.63625,3.815,3.48625,0,0,3.56125,3.56625,4.525,3.97333333333333,3.385,3.71,7.115,0,3.5625,3.65375,7.23,7.325,6.32
"Serbia",3.4575,3.28625,3.38125,3.61125,3.20875,3.58375,3.5075,0,3.555,0,3.51375,3.85,3.66,3.30375,3.6525,3.77666666666667,5.015,3.2325,0,3.31125,3.3125,3.6125,0,3.33625,3.5575,4.5175,3.705,3.51125,3.28375,3.53125,3.43375,4.8525,3.2825,3.4375,4.66,3.74333333333333,3.16375,3.81833333333333,3.34,0,0,3.2625,3.43375,4.04166666666667,3.84333333333333,3.48375,0,6.945,4.14833333333333,3.30875,3.335,7.035,7.805,7.12
"Azerbaijan",3.287,3.025,3.245,3.269,3.169,3.245,3.269,0,3.144,0,3.209,3.34375,3.309,3.208,3.185,3.4825,4.5075,3.247,0,3.245,3.366,3.151,0,3.28375,3.25,4.5575,3.88,3.329,3.349,3.37,3.328,3.70666666666667,3.171,3.206,4.4625,3.65625,3.285,3.635,3.106,0,0,3.269,3.143,3.84833333333333,3.535,3.332,3.31,7.31,3.63875,0,3.127,6.545,7.625,7.135
"San Marino",3.189,3.23,3.369,3.19,3.229,3.067,3.226,0,3.124,0,3.366,3.535,3.23,3.349,3.308,3.53375,4.86,3.13,0,3.248,3.271,3.095,0,3.60625,3.188,4.5625,3.64666666666667,3.085,3.267,3.266,3.346,3.815,3.185,3.115,4.705,3.58625,3.186,3.465,3.206,0,0,3.165,3.088,4.04333333333333,3.56125,3.205,3.3325,7.135,3.68,3.426,0,7.145,7.34,7.41
"Australia",7.41,6.43,7.315,7.715,6.755,7.535,6.73,0,7.215,0,6.515,7.62,7.22,6.64,6.555,0,0,6.835,0,7.535,7.43,6.825,0,7.015,6.725,0,0,6.92,7.41,7.515,6.835,7.11,7.02,7.31,0,0,7.23,0,7.41,0,0,6.93,7.035,0,6.85,7.835,7.705,6.835,7.205,6.825,7.42,0,7.4,6.355
"Macedonia",6.935,7.04,6.74,7.33,6.925,7.615,6.845,0,7.115,0,6.425,7.03,7.215,7.12,6.725,0,0,7.81,0,6.815,7.34,6.925,0,7.12,7.335,0,0,7.41,6.915,7.015,7.22,6.925,7.54,6.72,0,0,6.625,0,7.015,0,0,7.72,7.61,0,7.23,6.03,6.83,7.82,7.92,6.93,6.82,7.61,0,6.91
"Netherlands",7.405,6.825,7.235,7.43,7.145,7.425,7.015,0,6.135,0,7.425,7.42,6.945,7.045,6.82,0,0,6.925,0,7.04,6.915,7.135,0,7.31,7.415,0,0,6.83,6.53,6.535,7.025,6.625,7.41,7.31,0,0,6.93,0,7.515,0,0,7.125,7.31,0,7.54,6.41,7.305,7.33,6.93,6.82,6.92,7.515,7.52,0
