"","Belgium","Finland","France","Germany","Ireland","Israel","Italy","Luxembourg","Malta","Monaco","Norway","Portugal","Spain","Sweden","Switzerland","The Netherlands","Turkey","United Kingdom","Yugoslavia","Austria","Greece","Denmark","Morocco","Cyprus","Iceland","Bosnia & Herzegovina","Croatia","Slovenia","Estonia","Hungary","Lithuania","Poland","Romania","Russia","Slovakia","F.Y.R. Macedonia","Latvia","Ukraine","Albania","Serbia & Montenegro","Andorra","Belarus","Moldova","Bulgaria","Armenia","Georgia","Serbia","Czech Republic","Montenegro","Azerbaijan","San Marino","Australia","Macedonia","Netherlands"
"Estonia",4.158,4.55999999999999,4.828,3.664,4.4,4.6,0,0,3.662,10,4.2,4,4.042,4.56,3.696,3.752,4.2,4.174,0,10,4.6,4,0,4.4,4.89,4,3.72,4.24,0,6,4.236,4.81400000000001,4,4,7,4.666,4.504,4.408,3.66,0,4.5,4.472,4.48800000000001,4.79200000000001,4.2,5.33333333333333,5.075,4.81333333333331,5.29,5.9666666666667,10,0,0,0
"Hungary",5.66666666666667,5.33333333333333,5.85666666666668,5.36333333333334,5.33333333333333,6.22333333333332,0,0,5,0,5.43666666666665,5.87333333333333,5.66666666666667,5.33333333333333,5.66666666666667,5.66666666666667,5.33333333333333,5.33333333333333,0,10,5.53666666666667,5.66666666666667,0,5.66666666666667,5.33333333333333,5.66666666666667,6,5.66666666666667,5.66666666666667,0,5.25,5.33333333333333,5,6,10,5.66666666666667,5.33333333333333,5.66666666666667,5.33333333333333,0,5.33333333333333,5,5.33333333333333,5.20333333333334,5.66666666666667,6.5,5.33333333333333,5.66666666666667,5.33333333333333,7,10,0,0,0
"Lithuania",4.372,4.46,3.6,4.80599999999999,4,4.4,0,0,4.04600000000002,10,4.39,4.68799999999999,4.2,4.8,5.09200000000001,4.53000000000001,4.136,3.938,0,10,4.27999999999999,4.004,0,4.63200000000001,4.6,3.8,4.4,3.964,4.528,5.43333333333332,0,4.664,4.464,4.336,6.93499999999995,4.478,3.916,4.4,4.26,0,5,4,4,4,4.038,6,4.5,5.33333333333333,5.62666666666667,5.55666666666665,10,0,0,0
"Poland",4.73,4.542,3.738,4.826,4.49,4.092,0,0,4.2,10,4.13,4,4.226,4.108,4.084,4.076,4.548,3.6,0,10,4.258,4.2,0,3.65999999999999,4.6,3.882,4.226,3.712,4.4,5.17,5.204,0,3.866,5.096,6.5,4.45199999999998,4.776,4.6,4.252,0,5,5.20399999999998,4.706,4,4.408,5.66666666666667,4.40000000000001,4.70666666666667,5.48333333333335,5.66666666666667,10,0,0,0
"Romania",5.02,4.4,4.4,4.406,4.8,4.362,0,0,3.984,10,4.108,4.166,4.766,3.976,4.116,4.202,4.124,4.186,0,10,4.2,4,0,3.8,4,3.80599999999999,4.134,4.448,4,5.66666666666667,4.06,4.074,0,3.8,7.40499999999997,5.10000000000001,3.972,4.4,4.78,0,4.5,4,3.02,4.494,3.8,5.33333333333333,4.1075,6,5.66666666666667,5.91000000000001,10,0,0,0
"Russia",3.674,4.8,4.314,4.2,4.04,5.2,0,0,3.928,10,4,4.544,3.948,3.784,5.08399999999999,4.218,4.4,4,0,10,4.4,3.72,0,4.79999999999999,4.056,4,4.3,3.992,4.4,6,3.368,4.664,4.55599999999999,0,6,4.2,4.514,4.42,4.2,0,5,4.4,4.032,4,4.594,5.11666666666667,4.5825,5.33333333333333,5.66666666666667,5.29666666666666,10,0,0,0
"Slovakia",7.03999999999996,7.18999999999994,6.5,6.5,6,6.5,0,0,6.5,0,6.54499999999996,6.29999999999995,6.99000000000001,6.5,6.55499999999995,7,6,6.5,0,0,5.52999999999997,7.5,0,7,6.5,7,7.5,5.5,6.18499999999995,10,6.5,6.5,6,6.5,0,6.5,7,7,7.23000000000002,0,10,6.67499999999995,6.5,6.5,7.5,10,7,10,10,7.28999999999996,0,0,0,0
"F.Y.R. Macedonia",3.6,4,4,4,4.724,4.768,0,0,4,10,4.074,3.68399999999999,4.148,4.124,4.6,3.74800000000001,4.704,4,0,10,4.6,4.468,0,4.4,4,3.722,3.4,4.4,4.6,5.66666666666667,4.258,4.4,4.4,4.4,7,0,3.974,4.4,4.4,0,5.13999999999999,4.072,4.91199999999999,4.4,4.69,5,5.30000000000001,5.33333333333333,5.52333333333335,5.66666666666667,10,0,0,0
"Latvia",4.544,3.848,4.112,4.47199999999998,4.6,4.392,0,0,4.728,10,4.2,3.432,4.562,4.186,4.786,3.954,4,4.4,0,10,4,4.2,0,4.8,4.6,5.24000000000001,4.68399999999999,3.858,3.74399999999999,5.66666666666667,3.75599999999999,4.674,4,4.414,6,4.4,0,3.864,3.804,0,4.925,4.36,4.412,4.36799999999998,4.4,5.66666666666667,4.75,5.33333333333333,5.66666666666667,5.21666666666666,10,0,0,0
"Ukraine",4,4.492,4.14399999999999,4.4,4.376,4.6,0,0,4,10,4.612,4.43599999999999,4.094,4.314,4.104,4.474,4.572,4.6,0,10,4.20799999999999,5.004,0,4,3.614,4.2,4.6,4,4.6,5.66666666666667,3.6,4.16400000000001,4,4,7,3.944,4.178,0,4,0,4.5825,4.34,4.016,4.20599999999999,3.952,5.33333333333333,5.30500000000001,5.66666666666667,5.67333333333333,5.36333333333334,10,0,0,0
"Albania",4.096,4.95,4.4,4.6,4.8,4.174,0,0,4.548,10,4.512,3.876,3.994,4.2,5.6,4.61200000000001,4.692,4.2,0,10,4.30599999999999,4.28399999999999,0,4.208,4.254,4.354,4.26599999999999,4.936,4.102,6,3.64,4.69399999999999,4.702,4.6,7,3.798,4.8,4.11,0,0,4.52,4.6,4.808,3.872,4.4,5.66666666666667,4.75,5.66666666666667,5.36000000000001,5.98666666666668,10,0,0,0
"Andorra",4.5,4.99000000000001,4.2125,4.48,4.895,4.25,0,0,5,10,5.2375,4.75,4.9975,4.75,5,5,5,4.5,0,10,5,5,0,4.25,4.56999999999999,5,4.14500000000001,4.99000000000001,4.4425,5.06666666666668,4.5975,5,4.91249999999997,4.3025,10,5.14250000000001,4.88999999999999,4.25,4.5,0,0,6.25,5.3875,4.5,4.6825,6.5,5.66666666666667,5.17333333333333,5.66666666666667,7,10,0,0,0
"Belarus",4.424,4.428,3.876,4.548,4.868,4.128,0,0,4.4,10,4.1,4,4.8,4.4,4.88799999999999,4.6,3.9,4.628,0,10,4.36799999999998,3.908,0,4.46,4.24,4.2,4,4.4,4.092,5.33333333333333,4.37,4.364,4.778,4.2,7,4.352,4.8,4.4,3.996,0,4.4725,0,4.4,4.296,4.218,5.33333333333333,5.1075,5,5.33333333333333,5.33333333333333,10,0,0,0
"Serbia & Montenegro",10,10,10,10,10,10,0,0,10,10,10,10,10,10,10,10,10,10,0,0,10,10,0,10,10,10,10,10,10,0,10,10,10,10,0,10,10,10,10,0,10,10,10,10,10,0,0,0,0,0,0,0,0,0
"Bulgaria",4.748,4.8,4.524,4.81199999999999,4.01599999999999,3.81,0,0,4.218,10,4,4.66200000000001,4.354,4.224,4.2,4,4.2,4.322,0,10,4.36,4.028,0,4.648,3.99399999999999,4.33599999999999,4.4,3.4,3.8,5.72666666666665,4.05999999999999,4.2,4.38799999999999,4.528,7,3.8,4.558,4,5,0,4.75,4.392,3.68799999999999,0,5.244,5.35666666666666,5,5.73333333333335,6,5.84999999999999,10,0,0,0
"Moldova",4.448,4.69,4.93,4.362,4.398,4.568,0,0,4.39,10,4.4,4,3.236,4.8,4.228,4.714,4.18400000000001,4.4,0,10,4.026,4.51199999999999,0,4,4,4.35,4.14,3.8,4.20799999999999,5.33333333333333,4.388,3.8,4.40000000000001,3.52999999999999,7,4.4,4.2,4,4.72,0,4.25,4.03599999999999,0,4.116,4.186,5.66666666666667,4.72,5.66666666666667,5.66666666666667,5.33333333333333,10,0,0,0
"Armenia",3.904,4.288,4.384,4.028,4.23,3.932,0,0,4.4,10,4.552,4.6,5,4.2,4,3.876,4.938,4.284,0,10,4.4,3.994,0,4.458,4.8,3.2,4.64,5.304,5.216,5.33333333333333,4.27,4.4,4.2,3.604,7,4.848,4.034,4.4,4.44,0,4.505,4.4,4.2,4.054,0,4.66666666666667,5.05000000000001,5.33333333333333,5.36000000000001,5.90666666666668,10,0,0,0
"Czech Republic",6,5.93333333333332,5.9533333333333,5.74000000000001,5.33333333333333,6,0,0,5.33333333333333,0,5.93333333333332,5.71666666666666,5.66666666666667,5.66666666666667,5.33333333333333,5.66666666666667,5.66666666666667,5.66666666666667,0,10,5,5.66666666666667,0,5.58333333333333,5.07333333333334,5.33333333333333,5,5.66666666666667,5.33333333333333,5.33333333333333,6,5.17999999999999,5.66666666666667,5,10,5.66666666666667,5.80333333333336,5.33333333333333,5.86666666666667,0,5.33333333333333,5.33333333333333,5.24333333333334,6,5.33333333333333,7,5.66666666666667,0,5.33333333333333,7,10,0,0,0
"Georgia",6,5.33333333333333,5.37666666666663,5.66666666666667,6,5.89666666666665,0,0,5.33333333333333,0,5.63333333333333,5.66666666666667,5.07333333333334,5.66666666666667,6,5.33333333333333,5.33333333333333,5.33333333333333,0,10,5.78333333333334,5.25666666666666,0,5.66666666666667,5.66666666666667,5.66666666666667,5.66666666666667,5.33333333333333,5.66666666666667,7,5.92666666666666,6,5.88666666666662,5.33333333333333,10,6,5.48666666666668,5.73666666666666,5.66666666666667,0,7.5,5.33333333333333,5.25,5.66666666666667,5.33333333333333,0,5.57000000000001,6.5,7,7,10,0,0,0
"Montenegro",5.37333333333333,6,5.33333333333333,5,5.33333333333333,5.33333333333333,0,0,6,0,5.33333333333333,5.66666666666667,5.33333333333333,6,5,5.35333333333331,5.33333333333333,5.33333333333333,0,10,5.66666666666667,5.33333333333333,0,5.66666666666667,5,5.66666666666667,5.65333333333335,6,5.66666666666667,5,5.66666666666667,5.66666666666667,5.58999999999999,5.33333333333333,10,5.94333333333335,5.17666666666666,5.77666666666668,5.33333333333333,0,6.42666666666666,5.53000000000001,5.33333333333333,5.09666666666665,5.33333333333333,6.78499999999997,5.66666666666667,5.33333333333333,0,6,10,0,0,0
"Serbia",4.75,4.75,5,5,5.04499999999999,4.355,0,0,4.6825,0,5,4.0275,5.25,4.555,4.5,4.75,4.5,4.6225,0,10,4.09,5,0,4.25,4.12,4.815,5.215,4.585,4.5,5.88999999999999,4.5,5,4.5825,4.5,7,5,4.1625,4.5,5,0,5.33333333333333,5.49250000000001,5.44999999999999,4.5,4.785,5.33333333333333,0,5,5.43333333333332,5.66666666666667,10,0,0,0
"Azerbaijan",5.59333333333332,5.67333333333333,6,6,5.33333333333333,5.36666666666664,0,0,5.66666666666667,0,5.66666666666667,5.33333333333333,6,5.66666666666667,5.83333333333333,5.66666666666667,6,5.66666666666667,0,0,5.66666666666667,5.42,0,5.33333333333333,5.33333333333333,5.66666666666667,6,5.33333333333333,6,6.05999999999995,5.33333333333333,6.3733333333333,6,3.77333333333333,7,5,6.33333333333333,5.79333333333333,5.43999999999998,0,7,5.33333333333333,6,5.40000000000002,5,6.5,5.05333333333332,7,6.5,0,10,0,0,0
"San Marino",10,10,10,10,10,10,0,0,10,0,10,10,10,10,10,10,10,10,0,0,10,10,0,10,10,10,10,10,10,10,10,10,10,10,0,10,10,10,10,0,10,10,10,10,10,10,10,10,10,10,0,0,0,0
"Australia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Macedonia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Netherlands",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
