"","Belgium","Finland","France","Germany","Ireland","Israel","Italy","Luxembourg","Malta","Monaco","Norway","Portugal","Spain","Sweden","Switzerland","The Netherlands","Turkey","United Kingdom","Yugoslavia","Austria","Greece","Denmark","Morocco","Cyprus","Iceland","Bosnia & Herzegovina","Croatia","Slovenia","Estonia","Hungary","Lithuania","Poland","Romania","Russia","Slovakia","F.Y.R. Macedonia","Latvia","Ukraine","Albania","Serbia & Montenegro","Andorra","Belarus","Moldova","Bulgaria","Armenia","Georgia","Serbia","Czech Republic","Montenegro","Azerbaijan","San Marino","Australia","Macedonia","Netherlands"
"Norway",6.5,6,6.57000000000005,6.46500000000003,7,7,7,0,6.5,0,0,10,7,6,6.86000000000001,6.79499999999996,0,7,0,7.5,6.5,6.5,0,6.5,7,10,7,6.88,6.5,7,6.5,6.5,10,10,0,6.50999999999999,7.5,6.83500000000004,7,0,0,6.5,6.69499999999994,7,6,7,6.5,7,6.5,6.5,5.5,7.5,0,0
"Portugal",10,10,10,10,10,10,10,0,10,0,10,0,10,10,10,10,0,10,0,10,10,10,0,10,10,0,10,10,10,10,10,10,10,0,0,10,10,10,10,0,0,10,10,10,10,10,10,10,10,10,10,10,0,0
"Spain",6,6,6.5,6.89499999999998,6.5,6.5,6.5,0,6.55999999999995,0,6.5,10,0,6,6.66999999999996,7.5,0,6.60500000000002,0,6.5,6,7,0,7,6,10,6.5,6.5,6,6.5,6.5,7.05999999999995,10,10,0,6.5,6.76999999999998,6.45500000000004,6.5,0,0,8,7,7,7,6,6.75,6.875,7,6.63999999999999,6.5,6.5,0,0
"Sweden",7,6.5,6.5,7,6.5,6.67999999999995,7.5,0,7,0,6.5,10,6.89499999999998,0,6.65499999999997,6.5,0,6.5,0,6,6.5,6.79499999999996,0,7,7.01499999999999,10,7.5,7.38499999999999,7.5,7,6.5,6.5,10,10,0,6.43499999999995,6.56499999999994,6.5,7.5,0,0,7,7,6.5,6.5,6.14499999999998,7.5,7,6.5,6.40999999999997,7,6.90499999999997,0,0
"Switzerland",6.5,5.55499999999995,7,6.5,6.5,7,6.5,0,6.5,0,6.88999999999999,10,6.625,7.45000000000005,0,7,0,6.5,0,6,6.5,7,0,6.74000000000001,6.5,10,6.5,6.5,6,7,6.5,7.26999999999998,10,10,0,5.5,7.5,7.5,7,0,0,6.5,6.28999999999996,6.5,6.54999999999995,7,6.5,6.5,7,6.5,6.61500000000001,7,0,0
"The Netherlands",7,7,6.5,6.5,7,6,6.86000000000001,0,6.88999999999999,0,6.5,10,6.5,6.77499999999998,7,0,0,6.5,0,6,6.5,6.5,0,7,6.5,10,7.07500000000005,7,6.76999999999998,6.5,6.5,7,10,10,0,7,7,6.5,6.5,0,0,7,6,6.5,6.16999999999996,6.5,7.255,6.5,6.97000000000003,7,7.5,5.77499999999998,0,0
"Turkey",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"United Kingdom",7,6.5,7,7.5,6.5,6,7,0,7,0,6.5,10,6.53999999999996,6.67499999999995,6.95500000000004,7,0,0,0,6.5,7,6.5,0,7,6.97000000000003,10,6.53499999999997,7,6.5,6.5,6.5,7,10,10,0,7.5,6.5,6,6,0,0,6.34000000000003,6.5,6.5,6.5,7,7,6.88499999999999,7.5,6.5,7,6,0,0
"Yugoslavia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Austria",6.5,7,6.5,6.5,7,6.5,6.42999999999995,0,6.88499999999999,0,7,10,7.5,6.5,6.5,7,0,7,0,0,6.5,6.5,0,6,7,10,6.5,7,6.83500000000004,7,7,6.5,10,10,0,7,6.5,6.5,6.5,0,0,7,6.5,7,7,6.5,7,6.5,6.03999999999996,7.09500000000003,6.5,6.5,0,0
"Greece",6.58000000000004,6.8599999999999,6.5,6.5,6.5,7,7,0,6.5,0,6.5,10,7,6.5,7,7.5,0,7,0,6.95500000000004,0,7,0,6,6.25999999999999,10,6.5,7.5,7,6.5,7,6.47500000000002,10,10,0,6.5,7,6,6.61000000000001,0,0,6.5,7,7,6.23000000000002,6.5,6.01499999999999,6.5,6.5,6.125,6,6,0,0
"Denmark",7,7,6.5,6.5,6.5,6.60000000000002,6.65499999999997,0,6.5,0,6.5,10,6.5,6.5,6.69499999999994,7,0,6.96500000000003,0,6.5,6.625,0,0,6.82000000000005,7,10,6.5,7,6.5,6.5,7,6.5,10,10,0,6.5,7.19500000000005,7.18499999999995,6.5,0,0,6.5,7.27499999999998,6,6.5,6,6.88499999999999,6.5,7,6.5,6.5,7,0,0
"Morocco",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cyprus",6.5,7,6.88499999999999,7,7.5,7,6.83499999999998,0,6.5,0,6.5,10,7,6.5,6.51999999999998,6,0,6,0,6.5,6.5,6,0,0,7.5,10,6.5,6.5,7,7,7,6.5,10,10,0,7,7,7,6,0,0,7,7,7,7,7,6.5,6.5,6.53999999999996,7.5,7,6.25999999999999,0,0
"Iceland",7,7,7,7,6.875,7,6.5,0,6.5,0,7.5,10,6.5,6.745,7.5,7,0,6.03499999999997,0,7,6.5,7,0,7.5,0,10,6.92499999999995,6.5,6.5,7,7,5.5,10,10,0,7,6.68499999999995,7.05499999999995,6.5,0,0,6,7,7.26499999999999,7.5,7,6.83500000000004,7,7,7,7.22500000000002,6.41499999999996,0,0
"Bosnia & Herzegovina",10,10,10,10,10,10,10,0,10,0,10,0,10,10,10,10,0,10,0,10,10,10,0,10,10,0,10,10,10,10,10,10,0,10,0,10,10,10,10,0,0,10,10,10,10,10,10,10,10,10,10,10,0,0
"Croatia",7,7.5,6.5,6.5,6.5,6.59500000000003,6.88,0,6.5,0,6.5,10,6,6,7,7,0,6.5,0,6.5,6.60500000000002,7,0,7.5,6.64999999999998,10,0,7.10500000000002,6.5,6.5,6.625,6,10,10,0,7,7,7,6.5,0,0,6.5,6.5,6.84500000000003,7,6.5,6.5,6.5,6.5,7,7,6.5,0,0
"Slovenia",7,6.63,7,6.5,7.61000000000001,6.5,7,0,6,0,7,10,7,6.01499999999999,6.5,7,0,6.5,0,6.5,6.77499999999998,7.125,0,7,7,10,6.5,0,7,6.5,6.5,7.5,10,10,0,7,6.5,7,7,0,0,6,6.5,6,7,7.5,7,7,7,6,6.5,6,0,0
"Estonia",7,7,7,6.77499999999998,6.5,7,7.5,0,6.5,0,6.5,10,6.64499999999998,7,6.5,6,0,7.5,0,7,6.12,6,0,6.5,6.5,10,6,6.5,0,7,6,7.21000000000004,10,10,0,7,7,7,7,0,0,6.5,6.5,7,7,6.5,6.5,7,6.32500000000005,6.61000000000001,6.33000000000004,6.5,0,0
"Hungary",6.54999999999995,6,6.5,6,5.82500000000005,6.5,7,0,6.67999999999995,0,6.5,10,6.98000000000002,7,6.96500000000003,6.5,0,7.5,0,6.5,6.5,6.68499999999995,0,6.32000000000005,6.5,10,6.77499999999998,6.66999999999996,6.5,0,6.5,7,10,10,0,7.5,7,7,7.5,0,0,7,6,6.5,7,7.005,6.81999999999994,6.5,6.69499999999994,6.5,7.14499999999998,7.21000000000004,0,0
"Lithuania",6,7,6.5,7.5,6.60500000000002,6.38999999999999,6.5,0,6.96500000000003,0,7,10,7,6.5,6.52499999999998,6.88999999999999,0,6.5,0,6.70000000000005,7,6,0,6.5,7,10,6.5,7.38499999999999,6.5,6.5,0,7.25,10,10,0,6.71500000000003,7,6.5,6.5,0,0,6.66499999999996,6.5,5.5,7,7.23500000000001,6.5,7,7,7,6.5,6.5,0,0
"Poland",7,6.5,6.505,6,6.5,7,6.41999999999996,0,7,0,7,10,7.14499999999998,7,6.5,6.5,0,6,0,6.5,7,7,0,7,6.49000000000001,10,6.95500000000004,6.5,7,7,6.5,0,10,10,0,6.5,6.04999999999995,7,6.5,0,0,7,7,6,7.5,6.80499999999995,6.5,7,6.5,6.70000000000005,7,6.5,0,0
"Romania",10,10,10,10,10,10,10,0,10,0,10,10,10,10,10,10,0,10,0,10,10,10,0,10,10,0,10,10,10,10,10,10,0,0,0,10,10,10,10,0,0,10,10,10,10,10,10,10,10,10,10,10,0,0
"Russia",10,10,10,10,10,10,10,0,10,0,10,0,10,10,10,10,0,10,0,10,10,10,0,10,10,10,10,10,10,10,10,10,0,0,0,10,10,10,10,0,0,10,10,10,10,10,10,10,10,10,10,10,0,0
"Slovakia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"F.Y.R. Macedonia",7,6.5,7,6.5,6.33000000000004,7,6,0,7,0,6.5,10,6.5,6.61000000000001,7.17499999999995,7,0,6.37,0,7,7,7,0,6.5,6.5,10,6.58500000000004,7,7,6.5,6.5,6.5,10,10,0,0,7.5,7,6.5,0,0,6.91999999999996,7,6,6.5,7,7,7,6.5,7.5,7,6.5,0,0
"Latvia",7.5,6.5,6.5,6.5,6.32000000000005,6.5,6.5,0,6.5,0,6.5,10,7,6.5,6.5,7,0,6.50999999999999,0,6.5,6.5,6.5,0,6.5,6,10,7,6.5,6.98000000000002,6,6.5,7,10,10,0,7.5,0,7,6.5,0,0,6.5,6.68499999999995,6.5,7,6.5,6.5,7,6,6.5,7,6,0,0
"Ukraine",6.5,7,6.5,7,6.55999999999995,5.64499999999998,7.5,0,7,0,6.5,10,7,7,7,6.5,0,7.30999999999995,0,6,6.505,7,0,6.505,6.50999999999999,10,7,7,6.5,6.5,7,7,10,10,0,6,6.91499999999996,0,6.5,0,0,7,6.89999999999998,6.5,6.5,6.5,6.5,6.5,7,6.5,6.5,6,0,0
"Albania",6.5,7,6,7,7,6,7.5,0,6,0,6.63999999999999,10,7,7,6.5,6.5,0,7,0,7.09999999999991,6.5,7,0,6.5,6.39999999999998,10,7.43999999999994,6.77999999999997,7.5,6.17999999999995,7,7,10,10,0,7.5,6,6.55999999999995,0,0,0,6.5,7,6.5,6.5,6.46000000000004,7,6,6.5,6.5,6.5,6.24000000000001,0,0
"Andorra",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Belarus",6.05499999999995,7,6.5,6,5.5,6.93499999999995,7,0,6.5,0,6.79999999999995,10,7,7,6.5,7,0,6,0,7.5,7,6.5,0,6.5,7,10,6.5,7,6.5,7.01499999999999,6.66499999999996,6.73000000000002,10,10,0,7,5.54499999999996,6,7.5,0,0,0,7.5,6.5,6.5,6.63999999999999,6,7,7,6.27999999999997,6.5,7.5,0,0
"Serbia & Montenegro",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bulgaria",6.75999999999999,7,6,7.35000000000002,6.5,7,6.90999999999997,0,6.5,0,6.10500000000002,10,6.5,6.5,7.375,6,0,6.5,0,6.72000000000003,6.5,6.5,0,7,7,10,7,6.5,6.24000000000001,6.10500000000002,6.5,7,10,10,0,6.5,6,7.5,6.5,0,0,6.5,6.5,0,6,7,6,7,7.5,6.92499999999995,7,6.5,0,0
"Moldova",7.495,6.39499999999998,6.5,6.18999999999994,6,7,6.5,0,6,0,7,10,6,7.5,6,6.5,0,7,0,6.17999999999995,7.12,6.5,0,6.5,6.5,10,6,6,6,7,6.5,6.75999999999999,10,10,0,6.5,6.87,7,6.78499999999997,0,0,6.5,0,6.5,6.5,6.5,6.41499999999996,7,6.5,6.5,6.78499999999997,7,0,0
"Armenia",7,7,6.5,6.85000000000002,6.5,6.5,6.08500000000004,0,7.15499999999997,0,6.73500000000001,10,7,6,6.5,7.5,0,6,0,6.47000000000003,6.5,6,0,6.5,6.5,10,6,6.5,6.25999999999999,6,6.5,6.5,10,10,0,6.88,7,7,6.5,0,0,6.59500000000003,7,6.5,0,6.41999999999996,6,6.5,7,7,7,6.5,0,0
"Czech Republic",6.30499999999995,6.5,6.72000000000003,6.5,7,6.5,6.5,0,6.5,0,6.5,10,6.5,6.5,6.5,6,0,6.06499999999994,0,7,6.5,7,0,7,6.94499999999994,10,6,6.5,6,6.5,6.5,6.5,10,10,0,6.5,7,6.5,7,0,0,6.54999999999995,7,7,7,6.5,6,0,6.5,6.45000000000005,7,6.5,0,0
"Georgia",6.5,7,6,6.14499999999998,7,7,7.35000000000002,0,7,0,6.02499999999998,10,7,7,6.5,6.5,0,6.5,0,6.5,6.5,6.5,0,7,6.06499999999994,10,6.5,6,7.13,7,7,7,10,10,0,7,6.26499999999999,7,7,0,0,6.5,6.5,7,6.5,0,7,7,6.5,7,7,6.5,0,0
"Montenegro",6.5,7.5,7,6.21500000000003,7.36000000000001,6.5,6.74000000000001,0,7,0,6,10,6.72500000000002,7.5,6,6.5,0,7,0,6,7,7,0,7,6.53499999999997,10,7,6,6.5,6,7.5,6.64499999999998,10,10,0,7.37,6.58000000000004,7,6.28999999999996,0,0,6.5,6.5,6.63999999999999,7,6.66499999999996,6,6.5,0,7,7,6.5,0,0
"Serbia",6.98500000000001,7,6.5,6.5,6.75,6,6.5,0,7,0,7,10,7,6.58000000000004,6.5,7.46500000000003,0,7,0,7,6.58000000000004,7,0,7,7,10,7,6.5,6,6.5,7,7,10,10,0,6.5,7,6,7,0,0,7.5,6.5,7,6.5,6.55499999999995,0,6,6.5,6.5,7,6.5,0,0
"Azerbaijan",5.5,6.5,6.77999999999997,6,7,7,6.5,0,6.5,0,7.5,10,7.19499999999994,7,6.5,6.59500000000003,0,7,0,6.5,6.5,6.5,0,7,6.5,10,7,7,6.5,7,6.5,6.5,10,10,0,7,6.54499999999996,6.5,6.5,0,0,7,7,7,7,7,7,7,6.5,0,6.5,6.5,0,0
"San Marino",6.77499999999998,7.5,7,7.24000000000001,6.5,7,6.5,0,6.5,0,6.65499999999997,10,6,7.21500000000003,6.90499999999997,6.5,0,7,0,7.5,6.54499999999996,6.5,0,7.5,6.11000000000001,10,6.71000000000004,7,6.5,6.71000000000004,6,6.34000000000003,10,10,0,6.5,7,7,7,0,0,5.5,6.5,7,6.5,7,7,6.5,6.5,6.5,0,6.08999999999992,0,0
"Australia",6,6.5,6.5,6.5,6.5,7,7.37,0,7.5,0,6.5,10,6.09000000000003,6,7,6.5,0,7,0,6.5,7,6.60000000000002,0,6.5,6.5,10,6.5,6.5,6.5,6.5,7,6.5,10,10,0,6.5,6.5,7,6,0,0,7,7,7.20500000000004,7,7,6,6.5,7.5,7,7,0,0,0
"Macedonia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Netherlands",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
