"","Belgium","Finland","France","Germany","Ireland","Israel","Italy","Luxembourg","Malta","Monaco","Norway","Portugal","Spain","Sweden","Switzerland","The Netherlands","Turkey","United Kingdom","Yugoslavia","Austria","Greece","Denmark","Morocco","Cyprus","Iceland","Bosnia & Herzegovina","Croatia","Slovenia","Estonia","Hungary","Lithuania","Poland","Romania","Russia","Slovakia","F.Y.R. Macedonia","Latvia","Ukraine","Albania","Serbia & Montenegro","Andorra","Belarus","Moldova","Bulgaria","Armenia","Georgia","Serbia","Czech Republic","Montenegro","Azerbaijan","San Marino","Australia","Macedonia","Netherlands"
"Norway",4.505,4.76,4.61,4.465,4.7075,4.86,4.7625,0,4.465,0,0,6.93,4.56,4.71,4.71,4.355,0,4.905,0,4.86,4.6525,5,0,4.56,4.9075,6.915,4.96,4.6625,4.705,4.8075,4.6025,4.6625,6.725,7.635,0,4.2275,4.7525,4.615,4.5625,0,0,5.0525,4.7075,4.7125,4.765,4.9625,4.65,4.5625,4.46,4.6575,4.5125,4.9,0,0
"Portugal",6.935,7.51,7.71,6.515,6.725,7.015,7.11,0,6.635,0,7.625,0,7.415,6.92,6.915,7.325,0,7.315,0,7.035,7.32,7.71,0,6.745,7.215,0,7.42,7.225,7.215,7.025,7.035,7.3,7.41,0,0,7.52,7.135,7.31,6.915,0,0,6.92,7.015,7.73,7.205,6.625,7.045,7.13,6.415,7.525,6.715,6.835,0,0
"Spain",4.855,4.455,4.7675,4.8175,4.855,4.9025,4.51,0,4.8575,0,4.605,7.335,0,4.66,4.7025,4.42,0,4.7125,0,4.905,4.76,4.61,0,4.3675,4.7525,6.83,4.4175,4.6075,4.7575,4.8525,4.76,4.8575,7.12,7.02,0,4.6575,4.76,4.855,4.565,0,0,4.715,4.755,4.6525,4.61,4.56,4.9025,4.8,4.905,4.6125,4.465,4.755,0,0
"Sweden",4.8175,4.52,4.7675,4.86,4.8575,4.8025,4.8525,0,4.6625,0,4.5625,7.01,4.71,0,4.72,4.7575,0,4.855,0,4.8625,4.8075,4.7625,0,4.465,4.5625,7.115,4.655,4.61,4.7125,4.56,4.5525,4.515,6.335,7.12,0,4.455,4.61,4.755,4.9125,0,0,4.6725,4.81,4.47,4.5625,4.805,4.9,4.4625,4.7075,4.6575,4.7125,4.705,0,0
"Switzerland",4.755,4.8125,4.7075,4.46,4.605,4.515,4.8025,0,4.705,0,4.565,7.12,4.66,4.96,0,4.7075,0,4.9575,0,4.505,4.61,4.71,0,4.805,4.7025,7.005,4.5125,4.565,4.4125,4.5625,4.665,4.6175,7.815,7.34,0,4.5125,4.4175,4.9125,4.56,0,0,4.76,4.365,4.7075,4.705,4.7575,4.375,4.8525,4.81,4.7175,4.805,4.7625,0,0
"The Netherlands",4.6225,4.46,4.715,4.71,4.805,4.31,4.61,0,4.5125,0,4.865,7.425,4.7,4.8075,4.705,0,0,4.765,0,4.715,4.66,4.7075,0,4.4625,4.5775,7.525,4.4625,4.4625,4.805,4.7575,4.67,4.8075,7.635,7.505,0,4.8125,4.5075,4.5525,4.6125,0,0,4.355,4.715,4.66,4.81,4.6075,4.5075,4.8525,4.66,4.6625,4.9125,4.2125,0,0
"Turkey",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"United Kingdom",4.7125,4.5575,4.8025,4.7125,4.7075,4.5675,4.805,0,4.6675,0,4.7075,7.315,4.6575,4.6075,4.6625,4.71,0,0,0,4.6625,4.815,4.6025,0,4.9025,4.565,6.815,4.415,4.26,4.66,4.3675,4.92,4.565,7.405,7.025,0,4.555,4.7575,4.5625,4.8125,0,0,4.7525,4.8025,4.46,4.37,4.7575,4.7075,4.905,4.41,4.7125,5.0075,4.9025,0,0
"Yugoslavia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Austria",4.81,4.7525,4.5125,4.8025,4.76,4.7525,4.605,0,4.515,0,4.71,6.925,4.6125,4.655,4.65,4.7125,0,4.6625,0,0,4.7575,4.7575,0,4.4675,4.6625,7.305,4.8075,4.615,4.76,4.515,4.8075,4.7125,7.15,6.83,0,4.55,4.56,4.8125,4.605,0,0,4.7575,4.555,4.4075,4.75,4.7125,4.9,4.5125,4.8075,4.8075,4.6125,4.71,0,0
"Greece",4.7625,4.805,4.6575,4.8575,4.7525,4.805,4.5625,0,4.51,0,4.7,6.645,4.42,4.4625,4.6575,4.46,0,4.7075,0,4.7575,0,4.57,0,4.86,4.655,6.94,4.8,4.5675,4.5125,4.765,4.7125,4.655,6.91,7.435,0,4.655,4.365,4.7125,4.2675,0,0,4.605,4.6575,4.71,4.37,4.605,4.865,4.71,4.7575,4.9075,4.55,4.66,0,0
"Denmark",4.705,4.8525,4.6575,4.8575,4.6625,4.765,4.755,0,4.9025,0,4.665,6.74,5.0525,4.805,4.8525,4.97,0,4.75,0,4.805,4.8125,0,0,4.565,4.3125,7.03,4.71,4.56,4.7075,4.565,4.605,4.6075,7.03,7.525,0,4.765,4.8075,4.6575,4.615,0,0,4.6525,4.76,4.705,4.905,4.71,4.4625,4.9575,4.61,4.71,4.56,4.8,0,0
"Morocco",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cyprus",4.6525,4.96,4.6125,4.3625,4.755,4.655,4.6625,0,4.8075,0,4.6625,7.035,4.705,4.5125,4.8075,4.42,0,4.81,0,4.9,4.9075,4.7675,0,0,4.51,7.01,4.46,4.5075,4.36,4.7125,4.755,4.2675,6.915,7.215,0,4.765,4.8025,4.26,4.3075,0,0,4.61,4.6525,4.5675,4.62,5.0525,4.905,4.5,4.9125,4.515,4.41,4.7075,0,0
"Iceland",4.8075,4.6625,4.565,4.905,4.6575,4.82,4.57,0,4.41,0,4.61,7.23,5.0025,4.4625,4.7025,4.6675,0,4.6525,0,4.6625,4.6575,4.67,0,4.6125,0,6.825,4.815,4.6125,4.31,4.6675,4.6125,4.8025,7.025,7.035,0,4.6,4.8025,4.47,4.8525,0,0,4.8525,4.6175,4.705,4.8575,4.865,4.7125,4.46,4.8575,4.815,4.605,4.9175,0,0
"Bosnia & Herzegovina",6.925,7.535,7.215,7.825,7.81,7.515,7.02,0,6.535,0,7.43,0,6.635,7.035,6.82,6.82,0,7.915,0,7.025,7.12,6.83,0,7.03,7.525,0,6.835,7.13,6.915,6.825,7.515,7.12,0,6.93,0,7.91,7.135,7.115,7.03,0,0,7.54,7.23,6.83,7.02,7.025,6.825,6.825,6.535,6.82,6.545,7.51,0,0
"Croatia",5.15,4.67,4.6275,4.61,4.8075,4.47,4.5625,0,4.8025,0,4.6075,6.715,4.3575,4.8175,4.5525,4.5625,0,4.7625,0,4.6125,4.7,4.555,0,4.76,4.565,6.925,0,5.005,4.8525,4.755,4.905,4.8025,7.415,7.215,0,4.605,4.4625,4.8025,4.655,0,0,4.9025,4.8075,4.905,4.51,4.71,4.615,4.9125,4.6625,4.86,4.46,4.615,0,0
"Slovenia",4.4175,4.705,4.6075,4.3625,4.605,4.61,4.6625,0,4.5125,0,4.855,6.52,4.515,4.6625,4.61,4.565,0,4.57,0,4.4725,4.7625,4.8625,0,4.67,4.96,6.73,4.41,0,4.505,4.6,4.6125,4.7575,7.51,7.13,0,4.665,4.705,4.8,4.6575,0,0,4.5575,4.665,4.7575,4.5575,4.6075,4.905,4.7525,4.7625,4.6125,4.61,4.615,0,0
"Estonia",4.81,4.6075,4.4625,4.5075,4.51,4.7125,4.905,0,4.9125,0,4.6625,6.725,4.3625,4.8075,4.405,4.705,0,4.615,0,4.9,4.9575,4.6,0,4.5625,5.005,7.13,4.56,4.7075,0,4.6525,4.4575,4.7625,6.82,7.115,0,4.71,4.6625,4.7025,4.8575,0,0,4.56,4.8575,4.855,4.57,5.0025,4.655,4.805,5,4.9575,4.6075,4.6075,0,0
"Hungary",4.86,4.6525,4.905,4.46,4.655,4.6125,4.5075,0,4.8075,0,4.665,6.93,4.805,4.55,4.3625,4.4525,0,4.565,0,4.505,4.5625,4.7625,0,4.71,4.6075,6.925,4.5025,4.95,4.66,0,4.7575,4.8575,6.725,7.31,0,4.7075,4.7625,4.5725,4.705,0,0,4.315,4.7025,4.705,4.6525,4.7575,4.6625,4.615,4.6225,4.605,4.42,4.6175,0,0
"Lithuania",4.505,4.615,4.6575,4.7025,4.855,4.615,4.86,0,4.6225,0,4.7125,7.115,4.4175,4.5575,4.7075,4.7075,0,4.615,0,4.815,4.7075,4.6075,0,4.81,4.6,7.32,4.855,4.71,4.85,4.405,0,4.765,7.515,7.025,0,4.9125,4.36,4.905,4.565,0,0,4.905,4.51,4.415,4.61,4.66,4.6125,4.71,4.805,4.665,4.855,4.6575,0,0
"Poland",4.8075,4.4725,4.4625,4.86,4.405,4.7175,4.81,0,4.5625,0,4.46,7.03,4.6675,4.9075,4.41,4.71,0,4.3325,0,4.5625,4.905,4.415,0,4.81,4.8575,7.335,4.805,4.9025,4.515,4.8575,5.005,0,7.43,7.12,0,4.3625,4.315,4.8025,4.2625,0,0,4.615,4.3725,4.6,4.6175,4.8125,4.665,4.8125,4.8125,5.0025,4.82,4.71,0,0
"Romania",6.81,6.825,7.215,7.215,6.815,7.42,7.325,0,7.41,0,6.63,7.335,7.31,7.42,7.335,7.225,0,7.03,0,6.83,7.315,7.325,0,6.82,6.82,0,7.415,7.335,6.92,7.115,7.735,6.925,0,0,0,6.825,7.21,7.12,7.205,0,0,6.81,6.81,7.02,6.535,6.73,7.33,7.725,7.005,6.105,6.935,7.015,0,0
"Russia",6.62,7.21,7.215,7.015,7.015,6.93,6.63,0,7.22,0,7.045,0,7.035,7.425,7.22,7.425,0,6.815,0,7.325,6.93,6.815,0,7.33,6.33,6.13,6.35,7.015,7.035,6.82,6.835,7.425,0,0,0,7.435,7.22,6.54,7.61,0,0,7.01,6.925,7.22,7.42,7.035,6.23,7.425,7.63,7.62,7.24,7.425,0,0
"Slovakia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"F.Y.R. Macedonia",4.765,4.5775,4.6125,4.415,4.76,4.755,4.805,0,4.9075,0,4.81,7.21,4.315,4.7625,5.1025,4.51,0,4.905,0,4.8075,4.9075,4.8075,0,4.705,4.51,7.735,4.555,4.6625,4.8025,4.5625,4.6575,4.6075,7.73,7.02,0,0,4.66,4.515,4.4075,0,0,4.61,4.62,4.86,4.81,4.6125,4.6525,4.75,4.7575,4.71,4.705,4.705,0,0
"Latvia",4.8075,4.66,4.46,4.7125,4.855,4.8575,4.4625,0,4.805,0,4.56,6.92,4.4625,4.405,4.9025,4.755,0,4.755,0,4.5075,4.61,4.65,0,4.9175,4.7625,7.605,4.5625,4.375,4.2275,4.5,4.62,4.6625,6.92,7.325,0,4.8075,0,4.5675,4.61,0,0,4.755,4.7625,4.85,4.7125,4.355,4.6625,4.5075,4.6625,4.5225,4.605,4.81,0,0
"Ukraine",4.6625,4.655,4.6625,4.3675,4.805,4.8225,4.8525,0,4.81,0,4.6575,6.91,4.5175,4.86,4.9075,4.85,0,4.165,0,4.5525,4.805,4.7575,0,4.8075,4.9,7.715,4.905,4.655,4.7675,4.8,4.6575,4.51,7.025,6.81,0,4.56,4.66,0,4.255,0,0,4.6575,4.66,4.6575,4.8075,4.8525,4.36,4.7025,5.0025,4.2725,4.905,4.815,0,0
"Albania",4.565,4.61,4.325,4.36,4.7025,4.4225,4.42,0,4.76,0,4.8025,7.24,4.7625,4.65,4.7525,4.41,0,4.665,0,5.1675,4.5575,4.7575,0,4.905,4.955,6.83,4.5575,4.5575,4.905,4.8575,4.7625,4.865,6.7,8.025,0,4.525,4.8525,4.71,0,0,0,4.61,4.905,4.755,4.7525,4.855,4.705,4.5575,4.56,4.66,4.61,4.6525,0,0
"Andorra",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Belarus",4.61,4.5675,4.605,4.61,4.865,4.9,4.755,0,4.5075,0,4.865,7.025,4.8125,4.86,4.7575,4.415,0,4.7025,0,4.7075,4.5575,4.86,0,4.75,4.955,7.62,4.91,4.715,4.71,4.555,4.6125,4.81,7.535,6.715,0,4.8525,4.42,4.9575,4.51,0,0,0,4.9025,4.565,5.0025,4.855,4.31,4.405,4.805,4.9575,4.61,4.2675,0,0
"Serbia & Montenegro",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bulgaria",4.7575,4.7025,4.77,5.01,4.4175,4.71,5.05,0,4.21,0,4.56,7.52,4.8575,4.71,4.4575,4.6175,0,4.71,0,4.515,4.665,4.8,0,4.61,4.76,6.635,4.605,4.76,4.6625,4.1175,4.5625,4.715,7.135,7.12,0,4.81,4.615,4.7525,4.805,0,0,4.5025,4.86,0,4.9,4.5625,4.715,4.96,4.765,4.3725,4.8625,5.1,0,0
"Moldova",4.6075,4.765,4.96,4.705,4.5575,4.76,4.7575,0,4.755,0,4.9,7.625,4.705,4.8575,4.7575,4.71,0,4.4725,0,4.8525,4.7075,4.96,0,4.6525,5.0575,6.915,4.405,4.7125,4.9025,4.6075,4.905,4.7525,7.315,6.845,0,4.7075,4.4575,4.765,4.805,0,0,4.71,0,4.7525,4.4025,4.8175,4.4625,4.6075,4.61,4.515,4.615,4.9,0,0
"Armenia",4.755,4.905,4.6125,4.665,4.76,4.7025,4.5575,0,4.5075,0,4.56,7.115,4.7525,4.515,4.57,4.3225,0,4.66,0,4.66,4.6675,4.515,0,4.6625,4.8575,6.94,4.8075,4.7625,4.8575,4.81,4.515,4.86,7.22,7.02,0,4.9075,4.6125,4.7075,4.805,0,0,4.5575,4.7025,4.8075,0,4.7675,4.72,4.7575,4.8075,4.81,4.8025,4.805,0,0
"Czech Republic",4.505,4.6125,4.81,4.5575,4.8525,4.4575,4.715,0,4.8575,0,4.465,7.22,4.8575,4.7575,4.5125,4.7575,0,4.805,0,4.9025,4.37,4.805,0,4.7575,4.7075,7.015,4.7,4.805,4.8575,4.4675,4.275,4.315,6.76,7.31,0,4.655,4.7625,4.8125,4.6125,0,0,4.9075,4.655,4.4625,4.4625,4.605,4.7075,0,4.7125,4.56,4.615,4.5725,0,0
"Georgia",4.9,4.8075,4.5175,4.56,4.8075,4.915,4.6525,0,4.8075,0,4.6,7.14,4.815,4.2325,4.405,4.505,0,4.46,0,4.6575,4.66,4.805,0,4.6575,5.01,6.73,5.305,4.8075,4.405,4.6175,4.4675,4.66,7.615,7.045,0,4.6025,4.5575,4.9,5.1075,0,0,4.6525,4.7075,4.5625,4.7125,0,4.905,4.7075,4.3675,4.705,4.7125,4.7175,0,0
"Montenegro",4.66,4.905,4.805,4.5675,4.6075,4.415,4.5575,0,5.015,0,4.715,7.225,4.6125,4.7625,4.615,4.6125,0,4.955,0,4.555,4.4575,4.3575,0,4.7075,4.57,7.235,4.66,4.66,4.6675,4.7675,4.5075,4.56,6.835,6.825,0,4.705,4.65,4.71,4.5625,0,0,4.5575,4.705,4.5125,4.7075,5.0025,4.75,4.6025,0,4.7075,4.7075,4.805,0,0
"Serbia",4.6575,4.7,4.615,4.61,4.7575,4.66,4.705,0,4.6175,0,4.515,7.52,4.66,5.005,4.7075,4.62,0,4.5525,0,4.7125,4.51,4.8125,0,4.56,4.7625,7.605,4.76,4.92,4.815,4.8,4.42,4.7075,7.715,7.02,0,4.9075,4.7575,4.9025,4.7125,0,0,4.9075,4.52,4.6175,5.0025,4.6125,0,4.7025,4.515,4.565,4.8,4.7225,0,0
"Azerbaijan",4.5525,4.515,4.5125,4.805,4.8125,4.7075,4.8025,0,4.9025,0,4.805,7.035,4.81,4.71,4.7,4.705,0,4.5125,0,4.5125,4.9525,4.5075,0,4.8675,4.41,7.23,4.805,4.81,4.5625,4.95,4.36,4.9525,7.11,6.62,0,4.8075,4.475,4.6125,4.4075,0,0,4.7025,4.8025,4.765,4.8525,4.6125,4.755,4.51,4.71,0,4.51,5.0075,0,0
"San Marino",4.705,4.415,4.8625,4.6525,4.61,4.805,4.52,0,4.605,0,4.57,7.24,4.755,4.4525,4.71,4.6125,0,4.2625,0,4.605,4.7525,4.515,0,4.8075,4.81,7.72,4.9125,4.655,4.8625,4.77,4.9025,4.815,7.435,6.715,0,4.4625,4.905,4.705,4.85,0,0,4.605,4.8575,4.7575,4.555,4.57,4.4625,4.555,4.8075,4.8575,0,4.6125,0,0
"Australia",4.7075,4.7525,4.405,4.9075,4.7125,4.5675,4.56,0,4.9,0,4.8125,7.315,4.8575,4.705,5.0125,4.6625,0,4.61,0,4.715,4.415,4.515,0,4.3175,4.765,7.22,4.7575,4.5575,5.0075,4.6575,4.6075,4.6075,7.41,7.42,0,4.7575,4.705,4.4575,4.5075,0,0,4.6125,4.26,5.15,4.525,4.905,4.7225,4.5725,4.8575,4.7075,4.9,0,0,0
"Macedonia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Netherlands",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
